"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"9945","Larceny","200  W Jefferson St","4/15/2015",200,"W JEFFERSON ST","200  W JEFFERSON ST ",-76.1535701159911,43.0470632548416
"9946","Larceny","500  S Salina St","4/15/2015",500,"S SALINA ST","500  S SALINA ST ",-76.1522721403708,43.0443214972217
"9947","Larceny","500  Tennyson Av","4/15/2015",500,"TENNYSON AVE","500  TENNYSON AV ",-76.1873388713402,43.044974172444
"9948","Vehicle theft","100  Newbury Hollow Ln","4/15/2015",100,"NEWBURY HOLLOW LN","100  NEWBURY HOLLOW LN ",-76.1351349517814,43.013327360695
"9950","Aggravated assault","400  Kirkpatrick St","4/14/2015",400,"KIRKPATRICK ST","400  KIRKPATRICK ST ",-76.1557166554777,43.066045762007
"9951","Burglary","100  Clyde Av","4/14/2015",100,"CLYDE AVE","100  CLYDE AV ",-76.16177284743,43.023051638116
"9952","Burglary","300  Oak St","4/14/2015",300,"OAK ST","300  OAK ST ",-76.1333702398283,43.0564038261808
"9953","Burglary","2500  Erie Blvd E","4/14/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"9954","Larceny","200  Briggs St","4/14/2015",200,"BRIGGS ST","200  BRIGGS ST ",-76.1394071605362,43.0770668476389
"9955","Larceny","200  Magnolia St","4/14/2015",200,"MAGNOLIA ST","200  MAGNOLIA ST ",-76.174560261913,43.0445172720518
"9956","Larceny","300  Richmond Av","4/14/2015",300,"RICHMOND AVE","300  RICHMOND AV ",-76.1707011902955,43.0501479117892
"9957","Larceny","400  Butternut St","4/14/2015",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"9959","Larceny","100  Polk St","4/14/2015",100,"POLK ST","100  POLK ST ",-76.0941490530953,43.053572770523
"9960","Larceny","100  Simon Dr","4/14/2015",100,"SIMON DR","100  SIMON DR ",-76.1039194579392,43.055619495673
"9961","Larceny","100  Roney Ln","4/14/2015",100,"RONEY LN","100  RONEY LN ",-76.1359419249577,43.0219167309359
"9962","Larceny","1600  James St","4/14/2015",1600,"JAMES ST","1600  JAMES ST ",-76.1260797711966,43.0633517348513
"9963","Robbery","1300  Midland Av","4/14/2015",1300,"MIDLAND AVE","1300  MIDLAND AV ",-76.151742130388,43.0265229782592
"9964","Aggravated assault","300  Grant Av","4/13/2015",300,"GRANT AVE","300  GRANT AV ",-76.1753620441943,43.0318623166245
"9965","Aggravated assault","300  South Av","4/13/2015",300,"SOUTH AVE","300  SOUTH AV ",-76.1589522222677,43.036196532003
"9966","Arson","100  Hier Av","4/13/2015",100,"HIER AVE","100  HIER AV ",-76.1404880939884,43.0630437503861
"9967","Burglary","200  Wolf St","4/13/2015",200,"WOLF ST","200  WOLF ST ",-76.1652419275639,43.0698605780818
"9968","Burglary","700  South Av","4/13/2015",700,"SOUTH AVE","700  SOUTH AV ",-76.1587806711096,43.0318533126621
"9969","Burglary","400  Delaware St","4/13/2015",400,"DELAWARE ST","400  DELAWARE ST ",-76.1686605925215,43.0370328305859
"9971","Burglary","100  Valley Dr","4/13/2015",100,"VALLEY DR","100  VALLEY DR ",-76.161284781296,43.0185014773701
"9972","Larceny","400  Fitch St","4/13/2015",400,"FITCH ST","400  FITCH ST ",-76.1755782181041,43.037891261262
"9973","Larceny","1000  W Genesee St","4/13/2015",1000,"W GENESEE ST","1000  W GENESEE ST ",-76.1705542199292,43.0536571231732
"9974","Larceny","600  S Salina St","4/13/2015",600,"S SALINA ST","600  S SALINA ST ",-76.1515370003899,43.0427677089425
"9975","Larceny","200  Magnolia St","4/13/2015",200,"MAGNOLIA ST","200  MAGNOLIA ST ",-76.174560261913,43.0445172720518
"9976","Larceny","0  Destiny Usa Dr","4/13/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9977","Larceny","1900  E Fayette St","4/13/2015",1900,"E FAYETTE ST","1900  E FAYETTE ST ",-76.1171132739707,43.0482442617361
"9978","Larceny","800  Ackerman Av","4/13/2015",800,"ACKERMAN AVE","800  ACKERMAN AV ",-76.1243851504626,43.0365387974449
"9979","Larceny","1000  E Genesee St","4/13/2015",1000,"E GENESEE ST","1000  E GENESEE ST ",-76.1365486000593,43.046864029318
"9980","Larceny","800  N Townsend St","4/13/2015",800,"N TOWNSEND ST","800  N TOWNSEND ST ",-76.1499713888643,43.0585933376979
"9981","Robbery","1500  South Av","4/13/2015",1500,"SOUTH AVE","1500  SOUTH AV ",-76.1592808134576,43.0231109934416
"9982","Vehicle theft","200  W Ostrander Av","4/13/2015",200,"W OSTRANDER AVE","200  W OSTRANDER AV ",-76.1450730195489,43.0141275763982
"9983","Arson","200  Dudley St","4/12/2015",200,"DUDLEY ST","200  DUDLEY ST ",-76.1692198314232,43.0362349370267
"9984","Burglary","1700  W Onondaga St?","4/12/2015",1700,"W ONONDAGA ST","1700  W ONONDAGA ST ",-76.1825840361169,43.0336682339035
"9985","Burglary","400  Delaware St","4/12/2015",400,"DELAWARE ST","400  DELAWARE ST ",-76.1686605925215,43.0370328305859
"9987","Larceny","1600  Butternut St","4/12/2015",1600,"BUTTERNUT ST","1600  BUTTERNUT ST ",-76.1423972568125,43.0732654540523
"9988","Larceny","600  Highland St","4/12/2015",600,"HIGHLAND ST","600  HIGHLAND ST ",-76.14137887209,43.0612904429837
"9989","Larceny","400  Butternut St","4/12/2015",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"9990","Larceny","200  Putnam St","4/12/2015",200,"PUTNAM ST","200  PUTNAM ST ",-76.1697771993639,43.0354271635192
"9991","Larceny","300  W Kirkpatrick St","4/12/2015",300,"W KIRKPATRICK ST","300  W KIRKPATRICK ST ",-76.1611874848865,43.0611555822852
"9992","Larceny","300  Spencer St","4/12/2015",300,"SPENCER ST","300  SPENCER ST ",-76.1596989768069,43.0596059754017
"9993","Larceny","100  Maurice Av","4/12/2015",100,"MAURICE AVE","100  MAURICE AV ",-76.1582602998972,43.0127984336084
"9994","Larceny","0  Destiny Usa Dr","4/12/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9995","Aggravated assault","700  E Genesee St","4/11/2015",700,"E GENESEE ST","700  E GENESEE ST ",-76.1421742111772,43.0470872041987
"9996","Aggravated assault","100  W Ostrander Av","4/11/2015",100,"W OSTRANDER AVE","100  W OSTRANDER AV ",-76.1413635604981,43.0143294094128
"9997","Aggravated assault","900  South Av?","4/11/2015",900,"SOUTH AVE","900  SOUTH AV ",-76.1579513830078,43.0285532182857
"9998","Arson","100  Dearborn Pl","4/11/2015",100,"DEARBORN PL","100  DEARBORN PL ",-76.1574742255604,43.0308433894861
"9999","Burglary","100  Glahn Av?","4/11/2015",100,"GLAHN AVE","100  GLAHN AV ",-76.1536921508619,43.0250242620591
"10000","Burglary","800  South Av","4/11/2015",800,"SOUTH AVE","800  SOUTH AV ",-76.1586180412554,43.0304585522443
"10001","Burglary","0  Destiny Usa Dr","4/11/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10002","Burglary","1000  Highland St?","4/11/2015",1000,"HIGHLAND ST","1000  HIGHLAND ST ",-76.141714612716,43.0664930529162
"10003","Larceny","100  Gifford St?","4/11/2015",100,"GIFFORD ST","100  GIFFORD ST ",-76.1532631447548,43.0436363851758
"10004","Larceny","100  South Av?","4/11/2015",100,"SOUTH AVE","100  SOUTH AV ",-76.1591617426746,43.0393032205752
"10005","Larceny","2500  Erie Blvd E","4/11/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"10006","Larceny","0  Destiny Usa Dr?","4/11/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10007","Larceny","2900  James St?","4/11/2015",2900,"JAMES ST","2900  JAMES ST ",-76.1063758780565,43.068852719843
"10008","Larceny","400  S Salina St","4/11/2015",400,"S SALINA ST","400  S SALINA ST ",-76.1522398138463,43.0470545371716
"10009","Vehicle theft","600  N Salina St?","4/11/2015",600,"N SALINA ST","600  N SALINA ST ",-76.1521584845254,43.0592965989761
"10010","Aggravated assault","600  W Newell St?","4/10/2015",600,"W NEWELL ST","600  W NEWELL ST ",-76.1544435267864,43.0167490461297
"10011","Burglary","100  Grant Av","4/10/2015",100,"GRANT AVE","100  GRANT AV ",-76.1728691393266,43.0319300871821
"10012","Burglary","800  Wolf St","4/10/2015",800,"WOLF ST","800  WOLF ST ",-76.1599806261306,43.0769185670247
"10013","Burglary","900  N Mcbride St?","4/10/2015",900,"N MCBRIDE ST","900  N MCBRIDE ST ",-76.1487908503132,43.0590993096118
"10014","Burglary","700  Park Av?","4/10/2015",700,"PARK AVE","700  PARK AV ",-76.1706249848505,43.0519771562028
"10015","Larceny","100  Valley Dr?","4/10/2015",100,"VALLEY DR","100  VALLEY DR ",-76.161284781296,43.0185014773701
"10016","Larceny","2900  E Genesee St?","4/10/2015",2900,"E GENESEE ST","2900  E GENESEE ST ",-76.1054054293698,43.0425014236423
"10017","Larceny","0  Destiny Usa Dr","4/10/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10018","Larceny","400  James St?","4/10/2015",400,"JAMES ST","400  JAMES ST ",-76.1483616340809,43.0524150512665
"10019","Larceny","100  Sedgwick St?","4/10/2015",100,"SEDGWICK ST","100  SEDGWICK ST ",-76.1305346487448,43.0611678291402
"10020","Larceny","400  Ellis St","4/10/2015",400,"ELLIS ST","400  ELLIS ST ",-76.1136263468763,43.04725257042
"10021","Robbery","100  North Av?","4/10/2015",100,"NORTH AVE","100  NORTH AV ",-76.1134069249323,43.0685200019119
"10022","Robbery","1000  S Mcbride St?","4/10/2015",1000,"S MCBRIDE ST","1000  S MCBRIDE ST ",-76.144002667991,43.0416310773245
"10023","Robbery","4100  S Salina St?","4/10/2015",4100,"S SALINA ST","4100  S SALINA ST ",-76.1425438631157,43.0088377895103
"10024","Robbery","200  Merriman Av","4/10/2015",200,"MERRIMAN AVE","200  MERRIMAN AV ",-76.1638107813636,43.040401836241
"10025","Aggravated assault","300  Bruce St?","4/9/2015",300,"BRUCE ST","300  BRUCE ST ",-76.1116081477862,43.0482440196146
"10026","Aggravated assault","800  Park St?","4/9/2015",800,"PARK ST","800  PARK ST ",-76.1448676281207,43.0631901751405
"10027","Burglary","600  Second North St","4/9/2015",600,"SECOND NORTH ST","600  SECOND NORTH ST ",-76.1593057954061,43.0750782634161
"10028","Burglary","200  Catawba St?","4/9/2015",200,"CATAWBA ST","200  CATAWBA ST ",-76.1540860349851,43.0617414108332
"10029","Larceny","0  Destiny Usa Dr","4/9/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10030","Larceny","0  Destiny Usa Dr?","4/9/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10031","Larceny","100  Newbury Hollow Ln?","4/9/2015",100,"NEWBURY HOLLOW LN","100  NEWBURY HOLLOW LN ",-76.1351349517814,43.013327360695
"10032","Larceny","0  Destiny Usa Dr?","4/9/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10033","Larceny","700  First North St?","4/9/2015",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"10034","Larceny","0  Destiny Usa Dr?","4/9/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10035","Larceny","0  Destiny Usa Dr?","4/9/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10036","Larceny","0  Destiny Usa Dr?","4/9/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10037","Larceny","200  University Av","4/9/2015",200,"UNIVERSITY AVE","200  UNIVERSITY AV ",-76.1342700338345,43.0493674719294
"10039","Burglary","600  Westcott St?","4/8/2015",600,"WESTCOTT ST","600  WESTCOTT ST ",-76.1191756183759,43.039519943363
"10040","Burglary","400  Myrtle St?","4/8/2015",400,"MYRTLE ST","400  MYRTLE ST ",-76.1939353002294,43.0477087703501
"10041","Burglary","700  Schuyler St?","4/8/2015",700,"SCHUYLER ST","700  SCHUYLER ST ",-76.1912732635934,43.0474786884112
"10042","Larceny","100  Thurber St?","4/8/2015",100,"THURBER ST","100  THURBER ST ",-76.137795165934,43.0176466021447
"10043","Larceny","1100  Erie Blvd W","4/8/2015",1100,"ERIE BLVD W","1100  ERIE BLVD W ",-76.1743170545201,43.0480960241549
"10044","Larceny","4700  Onondaga Blvd?","4/8/2015",4700,"ONONDAGA BLVD","4700  ONONDAGA BLVD ",-76.193647069205,43.0323248226591
"10045","Larceny","600  Park Av?","4/8/2015",600,"PARK AVE","600  PARK AV ",-76.1661278243853,43.0520892623699
"10046","Larceny","300  S Salina St?","4/8/2015",300,"S SALINA ST","300  S SALINA ST ",-76.1522226474308,43.0486918177446
"10047","Larceny","0  Destiny Usa Dr?","4/8/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10048","Larceny","4700  Onondaga Blvd","4/8/2015",4700,"ONONDAGA BLVD","4700  ONONDAGA BLVD ",-76.193647069205,43.0323248226591
"10049","Larceny","0  Destiny Usa Dr?","4/8/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10050","Larceny","100  Fountain St?","4/8/2015",100,"FOUNTAIN ST","100  FOUNTAIN ST ",-76.1359039255044,43.0550028526098
"10051","Larceny","1100  E Genesee St?","4/8/2015",1100,"E GENESEE ST","1100  E GENESEE ST ",-76.1343199339405,43.0468841284306
"10052","Larceny","700  Hawley Av?","4/8/2015",700,"HAWLEY AVE","700  HAWLEY AV ",-76.1332787142544,43.0552234052323
"10053","Larceny","0  Destiny Usa Dr","4/8/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10054","Larceny","900  N Townsend St?","4/8/2015",900,"N TOWNSEND ST","900  N TOWNSEND ST ",-76.1509281538391,43.0598249555
"10055","Larceny","1000  S Salina St","4/8/2015",1000,"S SALINA ST","1000  S SALINA ST ",-76.1498408819002,43.0378929198195
"10056","Larceny","900  James St","4/8/2015",900,"JAMES ST","900  JAMES ST ",-76.1386272183664,43.0572024200134
"10057","Aggravated assault","100  W Ostrander Av?","4/7/2015",100,"W OSTRANDER AVE","100  W OSTRANDER AV ",-76.1413635604981,43.0143294094128
"10058","Burglary","1900  Bellevue Av?","4/7/2015",1900,"BELLEVUE AVE","1900  BELLEVUE AV ",-76.1853059420114,43.0324766892958
"10059","Burglary","100  South Av","4/7/2015",100,"SOUTH AVE","100  SOUTH AV ",-76.1591617426746,43.0393032205752
"10060","Burglary","100  Burdick Av?","4/7/2015",100,"BURDICK AVE","100  BURDICK AV ",-76.1519285301558,43.0756641977693
"10061","Burglary","200  Kirk Av","4/7/2015",200,"KIRK AVE","200  KIRK AV ",-76.149275749946,43.0291059361403
"10062","Larceny","3400  Burnet Av","4/7/2015",3400,"BURNET AVE","3400  BURNET AV ",-76.0914045823242,43.061131918115
"10063","Larceny","100  Loehr Av?","4/7/2015",100,"LOEHR AVE","100  LOEHR AV ",-76.179558669677,43.0346924518314
"10064","Larceny","100  Conifer Dr?","4/7/2015",100,"CONIFER DR","100  CONIFER DR ",-76.1441666501042,42.9905165672117
"10065","Larceny","0  Destiny Usa Dr?","4/7/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10066","Larceny","1500  Midland Av?","4/7/2015",1500,"MIDLAND AVE","1500  MIDLAND AV ",-76.1508576268379,43.0241942093147
"10067","Larceny","200  Armstrong Pl?","4/7/2015",200,"ARMSTRONG PL","200  ARMSTRONG PL ",-76.1652616844837,43.0139368433838
"10068","Larceny","2500  Erie Blvd E","4/7/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"10069","Larceny","1200  W Genesee St?","4/7/2015",1200,"W GENESEE ST","1200  W GENESEE ST ",-76.1753543172742,43.0534476053649
"10070","Larceny","100  Beverly Rd?","4/7/2015",100,"BEVERLY RD","100  BEVERLY RD ",-76.1677072836414,43.0303404242047
"10071","Larceny","200  Croly St?","4/7/2015",200,"CROLY ST","200  CROLY ST ",-76.1126605045835,43.0481934715526
"10074","Larceny","400  S Edwards Av","4/7/2015",400,"S EDWARDS AVE","400  S EDWARDS AV ",-76.1057418132867,43.0618412507018
"10075","Larceny","1800  Teall Av","4/7/2015",1800,"TEALL AVE","1800  TEALL AV ",-76.1231552458591,43.0722097488932
"10076","Larceny","800  Sumner Av","4/7/2015",800,"SUMNER AVE","800  SUMNER AV ",-76.12566362853,43.0364835460614
"10077","Larceny","700  Schuyler St","4/7/2015",700,"SCHUYLER ST","700  SCHUYLER ST ",-76.1912732635934,43.0474786884112
"10078","Larceny","200  Comstock Av","4/7/2015",200,"COMSTOCK AVE","200  COMSTOCK AV ",-76.1306291736675,43.0453176031568
"10079","Robbery","500  Tallman St?","4/7/2015",500,"TALLMAN ST","500  TALLMAN ST ",-76.155878101975,43.0363437080828
"10080","Robbery","100  N Salina St?","4/7/2015",100,"N SALINA ST","100  N SALINA ST ",-76.1521708073297,43.0508871327153
"10081","Aggravated assault","100  W Calthrop Av?","4/6/2015",100,"W CALTHROP AVE","100  W CALTHROP AV ",-76.1411763145872,43.0161946914482
"10082","Aggravated assault","400  Oswego St?","4/6/2015",400,"OSWEGO ST","400  OSWEGO ST ",-76.1643668145209,43.0442540803142
"10083","Arson","1200  N State St?","4/6/2015",1200,"N STATE ST","1200  N STATE ST ",-76.1563362076636,43.0624066314007
"10084","Burglary","600  Rowland St?","4/6/2015",600,"ROWLAND ST","600  ROWLAND ST ",-76.1796275379646,43.0356829680144
"10085","Burglary","400  Elm St?","4/6/2015",400,"ELM ST","400  ELM ST ",-76.1303396191891,43.0553509149339
"10086","Burglary","400  Elm St?","4/6/2015",400,"ELM ST","400  ELM ST ",-76.1303396191891,43.0553509149339
"10087","Burglary","700  Avery Av?","4/6/2015",700,"AVERY AVE","700  AVERY AV ",-76.194019442006,43.0513723336755
"10088","Burglary","400  Temple St?","4/6/2015",400,"TEMPLE ST","400  TEMPLE ST ",-76.1555237569796,43.0396254699322
"10089","Burglary","300  Whittier Av?","4/6/2015",300,"WHITTIER AVE","300  WHITTIER AV ",-76.1822973640893,43.0451383372474
"10090","Larceny","200  Putnam St?","4/6/2015",200,"PUTNAM ST","200  PUTNAM ST ",-76.1697771993639,43.0354271635192
"10091","Larceny","100  Mather St?","4/6/2015",100,"MATHER ST","100  MATHER ST ",-76.1285919897479,43.0524494910623
"10092","Larceny","600  N Salina St?","4/6/2015",600,"N SALINA ST","600  N SALINA ST ",-76.1521584845254,43.0592965989761
"10093","Larceny","600  Hiawatha Blvd W","4/6/2015",600,"HIAWATHA BLVD W","600  HIAWATHA BLVD W ",-76.1744644124321,43.0638223532746
"10094","Larceny","0  Destiny Usa Dr?","4/6/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"10095","Larceny","1300  Valley Dr?","4/6/2015",1300,"VALLEY DR","1300  VALLEY DR ",-76.1542703130212,43.0051466755069
"10096","Larceny","200  Roberts Av?","4/6/2015",200,"ROBERTS AVE","200  ROBERTS AV ",-76.1719930659482,43.0315141491121
"10097","Larceny","600  N Clinton St?","4/6/2015",600,"N CLINTON ST","600  N CLINTON ST ",-76.1549372224148,43.0567669212045
"10098","Larceny","200  Summit Av?","4/6/2015",200,"SUMMIT AVE","200  SUMMIT AV ",-76.1661661524179,43.0317204806722
"10099","Larceny","900  Ackerman Av","4/6/2015",900,"ACKERMAN AVE","900  ACKERMAN AV ",-76.1241765113057,43.0342310508428
"10100","Larceny","400  Boyden St","4/6/2015",400,"BOYDEN ST","400  BOYDEN ST ",-76.1224298916966,43.0611883296426
"10101","Aggravated assault","1200  W Onondaga St?","4/5/2015",1200,"W ONONDAGA ST","1200  W ONONDAGA ST ",-76.1725106566568,43.0340335097892
"10102","Aggravated assault","500  Seymour St?","4/5/2015",500,"SEYMOUR ST","500  SEYMOUR ST ",-76.1670459327423,43.0421222638346
"10103","Aggravated assault","100  W Calthrop Av?","4/5/2015",100,"W CALTHROP AVE","100  W CALTHROP AV ",-76.1411763145872,43.0161946914482
"10104","Burglary","100  Grand Av?","4/5/2015",100,"GRAND AVE","100  GRAND AV ",-76.172029296282,43.0409596696504
"10105","Burglary","200  S Clinton St?","4/5/2015",200,"S CLINTON ST","200  S CLINTON ST ",-76.1535550165437,43.0496029898556
"10106","Larceny","1300  W Fayette St?","4/5/2015",1300,"W FAYETTE ST","1300  W FAYETTE ST ",-76.1772910668621,43.0474402796708
"10107","Robbery","100  Bellevue Av?","4/5/2015",100,"BELLEVUE AVE","100  BELLEVUE AV ",-76.1556382645343,43.0336121850762
"10108","Aggravated assault","400  Burnet Av?","4/4/2015",400,"BURNET AVE","400  BURNET AV ",-76.1420947396693,43.0522382240127
"10109","Burglary","200  Valley Dr?","4/4/2015",200,"VALLEY DR","200  VALLEY DR ",-76.161037946344,43.0180421442264
