"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"4669","Larceny","2800  E Genesee St","2/16/2016",2800,"E GENESEE ST","2800  E GENESEE ST ",-76.1073127264835,43.0431642442345
"4670","Larceny","500  Wolf St","2/16/2016",500,"WOLF ST","500  WOLF ST ",-76.1626597269088,43.0733011758206
"4671","Aggravated assault","100  Gordon Av","2/15/2016",100,"GORDON AVE","100  GORDON AV ",-76.1703809755292,43.0292230457089
"4672","Aggravated assault","100  Remington Av","2/15/2016",100,"REMINGTON AVE","100  REMINGTON AV ",-76.1332463586678,43.0185527267954
"4673","Burglary","1000  Madison St","2/15/2016",1000,"MADISON ST","1000  MADISON ST ",-76.1321449078932,43.0453270138265
"4674","Larceny","0  Destiny Usa Dr","2/15/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4675","Larceny","0  Destiny Usa Dr","2/15/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4676","Larceny","0  Destiny Usa Dr","2/15/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4677","Larceny","100  Blossom Rd","2/15/2016",100,"BLOSSOM RD","100  BLOSSOM RD ",-76.1056852654074,43.0443125572302
"4678","Larceny","1000  W Genesee St","2/15/2016",1000,"W GENESEE ST","1000  W GENESEE ST ",-76.1705542199292,43.0536571231732
"4679","Larceny","1700  Court St","2/15/2016",1700,"COURT ST","1700  COURT ST ",-76.1446977522263,43.0792860606143
"4680","Larceny","300  Village Dr","2/15/2016",300,"VILLAGE DR","300  VILLAGE DR ",-76.1167722048167,43.0720599559677
"4681","Larceny","600  Wolcott Av","2/15/2016",600,"WOLCOTT AVE","600  WOLCOTT AV ",-76.182661361686,43.0274512323625
"4682","Larceny","700  First North St","2/15/2016",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"4683","Larceny","700  First North St","2/15/2016",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"4684","Larceny","700  S Crouse Av","2/15/2016",700,"S CROUSE AVE","700  S CROUSE AV ",-76.136643799394,43.0426662880795
"4685","Robbery","0  Destiny Usa Dr","2/15/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4686","Vehicle theft","300  Prospect Av","2/15/2016",300,"PROSPECT AVE","300  PROSPECT AV ",-76.1492618842256,43.0557172517855
"4687","Burglary","1000  S Geddes St","2/14/2016",1000,"S GEDDES ST","1000  S GEDDES ST ",-76.1731904874964,43.037999807752
"4688","Burglary","200  Duane St","2/14/2016",200,"DUANE ST","200  DUANE ST ",-76.1783890188978,43.0317543838375
"4689","Larceny","0  Destiny Usa Dr","2/14/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4690","Larceny","0  Destiny Usa Dr","2/14/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4691","Larceny","100  Hunter Av","2/14/2016",100,"HUNTER AVE","100  HUNTER AV ",-76.1692223130108,43.0562915706046
"4692","Larceny","1100  Milton Av","2/14/2016",1100,"MILTON AVE","1100  MILTON AV ",-76.1936528103729,43.0580579657094
"4693","Larceny","200  Hawley Av","2/14/2016",200,"HAWLEY AVE","200  HAWLEY AV ",-76.1437891338263,43.0533442252727
"4694","Larceny","200  W Fayette St","2/14/2016",200,"W FAYETTE ST","200  W FAYETTE ST ",-76.1535626752591,43.0486947955081
"4695","Larceny","300  N Midler Av","2/14/2016",300,"N MIDLER AVE","300  N MIDLER AV ",-76.10563020464,43.07366954271
"4696","Larceny","400  S Warren St","2/14/2016",400,"S WARREN ST","400  S WARREN ST ",-76.1508118498526,43.0470449826296
"4697","Larceny","600  Atlantic Av","2/14/2016",600,"ATLANTIC AVE","600  ATLANTIC AV ",-76.1556713000723,43.0111323838093
"4698","Vehicle theft","300  S Clinton St","2/14/2016",300,"S CLINTON ST","300  S CLINTON ST ",-76.1535626752591,43.0486947955081
"4699","Larceny","0  Destiny Usa Dr","2/13/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4700","Larceny","2000  Valley Dr","2/13/2016",2000,"VALLEY DR","2000  VALLEY DR ",-76.152753255665,42.9962669575919
"4701","Larceny","300  Gifford St","2/13/2016",300,"GIFFORD ST","300  GIFFORD ST ",-76.1581804272592,43.0434499762915
"4702","Aggravated assault","100  N Collingwood Av","2/12/2016",100,"N COLLINGWOOD AVE","100  N COLLINGWOOD AV ",-76.1074704126043,43.068799232036
"4703","Aggravated assault","600  Hawley Av","2/12/2016",600,"HAWLEY AVE","600  HAWLEY AV ",-76.1348324939227,43.0533358263425
"4704","Burglary","1300  Northcliffe Rd","2/12/2016",1300,"NORTHCLIFFE RD","1300  NORTHCLIFFE RD ",-76.0987678074408,43.0672490890025
"4705","Larceny","100  Marshall St","2/12/2016",100,"MARSHALL ST","100  MARSHALL ST ",-76.1366647391368,43.0416158113748
"4706","Larceny","1200  E Fayette St","2/12/2016",1200,"E FAYETTE ST","1200  E FAYETTE ST ",-76.1320712372605,43.0484293562269
"4707","Larceny","200  Ulster St","2/12/2016",200,"ULSTER ST","200  ULSTER ST ",-76.1813672991383,43.049691589297
"4708","Larceny","400  Butternut St","2/12/2016",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"4709","Larceny","900  Lancaster Av","2/12/2016",900,"LANCASTER AVE","900  LANCASTER AV ",-76.1229473818441,43.0342895720028
"4710","Robbery","800  N Salina St","2/12/2016",800,"N SALINA ST","800  N SALINA ST ",-76.1540860349851,43.0617414108332
"4711","Vehicle theft","200  Magnolia St","2/12/2016",200,"MAGNOLIA ST","200  MAGNOLIA ST ",-76.174560261913,43.0445172720518
"4712","Burglary","100  Maple Ter","2/11/2016",100,"MAPLE TER","100  MAPLE TER ",-76.1255141090798,43.0461347176342
"4713","Burglary","100  S Carbon St","2/11/2016",100,"S CARBON ST","100  S CARBON ST ",-76.1433598455768,43.06397032201
"4714","Burglary","100  Sabine St","2/11/2016",100,"SABINE ST","100  SABINE ST ",-76.1654263772831,43.0403307905733
"4715","Burglary","300  Thurber St","2/11/2016",300,"THURBER ST","300  THURBER ST ",-76.1332463586678,43.0185527267954
"4716","Burglary","500  S Crouse Av","2/11/2016",500,"S CROUSE AVE","500  S CROUSE AV ",-76.1365856496702,43.0453656815498
"4717","Larceny","700  W  Genesee St","2/11/2016",700,"W GENESEE ST","700  W  GENESEE ST ",-76.1630680961035,43.0534639051974
"4718","Larceny","0  Destiny Usa Dr","2/11/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4719","Larceny","200  Milton Av","2/11/2016",200,"MILTON AVE","200  MILTON AV ",-76.186431721103,43.047778591873
"4720","Larceny","4100  S Salina St","2/11/2016",4100,"S SALINA ST","4100  S SALINA ST ",-76.1425438631157,43.0088377895103
"4721","Larceny","600  Second North St","2/11/2016",600,"SECOND NORTH ST","600  SECOND NORTH ST ",-76.1593057954061,43.0750782634161
"4722","Robbery","1600  Grant Blvd","2/11/2016",1600,"GRANT BLVD","1600  GRANT BLVD ",-76.1380636468221,43.0723295114772
"4723","Vehicle theft","300  Spencer St","2/11/2016",300,"SPENCER ST","300  SPENCER ST ",-76.1596989768069,43.0596059754017
"4724","Larceny","0  Destiny Usa Dr","2/10/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4725","Larceny","0  Destiny Usa Dr","2/10/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4726","Larceny","1900  Lodi St","2/10/2016",1900,"LODI ST","1900  LODI ST ",-76.15203888249,43.0626166313479
"4727","Larceny","200  East Av","2/10/2016",200,"EAST AVE","200  EAST AV ",-76.1056852654074,43.0443125572302
"4728","Robbery","2600  Erie Blvd E","2/10/2016",2600,"ERIE BLVD E","2600  ERIE BLVD E ",-76.1010227797571,43.0538831637548
"4729","Robbery","300  S Lowell Av","2/10/2016",300,"S LOWELL AVE","300  S LOWELL AV ",-76.180672124035,43.0466499764193
"4730","Aggravated assault","1100  N Salina St","2/9/2016",1100,"N SALINA ST","1100  N SALINA ST ",-76.1566874705681,43.064861349553
"4731","Burglary","300  Genesee Park Dr","2/9/2016",300,"GENESEE PARK DR","300  GENESEE PARK DR ",-76.1091078941948,43.0453564137346
"4732","Larceny","100  Pond St","2/9/2016",100,"POND ST","100  POND ST ",-76.1534129461714,43.0633619887946
"4733","Larceny","200  N Collingwood Av","2/9/2016",200,"N COLLINGWOOD AVE","200  N COLLINGWOOD AV ",-76.1075774543904,43.0707172462215
"4734","Larceny","400  Butternut St","2/9/2016",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"4735","Larceny","500  Second North St","2/9/2016",500,"SECOND NORTH ST","500  SECOND NORTH ST ",-76.1577332516762,43.0744459012794
"4736","Vehicle theft","700  E Genesee St","2/9/2016",700,"E GENESEE ST","700  E GENESEE ST ",-76.1421742111772,43.0470872041987
"4737","Aggravated assault","500  W Brighton Av","2/8/2016",500,"W BRIGHTON AVE","500  W BRIGHTON AV ",-76.1523833138195,43.0196890536445
"4738","Burglary","2500  Grant Blvd","2/8/2016",2500,"GRANT BLVD","2500  GRANT BLVD ",-76.1498126237176,43.0740092439404
"4739","Burglary","300  Bradley St","2/8/2016",300,"BRADLEY ST","300  BRADLEY ST ",-76.172379053806,43.0347690784794
"4740","Burglary","300  Midland Av","2/8/2016",300,"MIDLAND AVE","300  MIDLAND AV ",-76.1560584381237,43.0383539224736
"4741","Burglary","400  University Av","2/8/2016",400,"UNIVERSITY AVE","400  UNIVERSITY AV ",-76.1343199339405,43.0468841284306
"4742","Burglary","400  Wolf St","2/8/2016",400,"WOLF ST","400  WOLF ST ",-76.1635210552037,43.0721632366139
"4743","Larceny","0  Destiny Usa Dr","2/8/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4744","Larceny","100  Martin Luther King  E","2/8/2016",100,"MARTIN LUTHER KING E","100  MARTIN LUTHER KING  E ",-76.1488467387721,43.0330311335183
"4745","Larceny","1200  Harrison St","2/8/2016",1200,"HARRISON ST","1200  HARRISON ST ",-76.1305231843898,43.0441503568334
"4746","Larceny","2800  Grant Blvd","2/8/2016",2800,"GRANT BLVD","2800  GRANT BLVD ",-76.1553172770327,43.0750489819976
"4747","Larceny","400  S Wilbur Av","2/8/2016",400,"S WILBUR AVE","400  S WILBUR AV ",-76.178195739648,43.0467018466037
"4748","Larceny","700  First North St","2/8/2016",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"4749","Larceny","700  Tompkins St","2/8/2016",700,"TOMPKINS ST","700  TOMPKINS ST ",-76.189550386886,43.0450371983707
"4750","Robbery","0  Destiny Usa Dr","2/8/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4751","Robbery","2800  Erie Blvd E","2/8/2016",2800,"ERIE BLVD E","2800  ERIE BLVD E ",-76.0942383456678,43.0546665803979
"4752","Vehicle theft","400  Stolp Av","2/8/2016",400,"STOLP AVE","400  STOLP AV ",-76.1704562231911,43.0302388923027
"4753","Aggravated assault","0  Destiny Usa Dr","2/7/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4754","Aggravated assault","500  W Colvin St","2/7/2016",500,"W COLVIN ST","500  W COLVIN ST ",-76.1508576268379,43.0241942093147
"4755","Burglary","100  Dell St","2/7/2016",100,"DELL ST","100  DELL ST ",-76.1211393666197,43.0418066653402
"4756","Burglary","100  Tennyson Av","2/7/2016",100,"TENNYSON AVE","100  TENNYSON AV ",-76.1794503477246,43.0479829655749
"4757","Burglary","100  W Glen Av","2/7/2016",100,"W GLEN AVE","100  W GLEN AV ",-76.143180832978,43.0055965181385
"4758","Burglary","200  Mather St","2/7/2016",200,"MATHER ST","200  MATHER ST ",-76.1288213504847,43.0554136949995
"4759","Burglary","800  S Wilbur Av","2/7/2016",800,"S WILBUR AVE","800  S WILBUR AV ",-76.1739462947965,43.0418157647388
"4760","Larceny","100  E Water St","2/7/2016",100,"E WATER ST","100  E WATER ST ",-76.1521856660173,43.0505352123375
"4761","Larceny","200  Burdick Av","2/7/2016",200,"BURDICK AVE","200  BURDICK AV ",-76.1540810699728,43.0767281463338
"4762","Larceny","2000  Erie Blvd E","2/7/2016",2000,"ERIE BLVD E","2000  ERIE BLVD E ",-76.1150106160706,43.0510369667133
"4763","Larceny","400  W Onondaga St","2/7/2016",400,"W ONONDAGA ST","400  W ONONDAGA ST ",-76.1573165417768,43.0406443618392
"4764","Larceny","600  Erie Blvd W","2/7/2016",600,"ERIE BLVD W","600  ERIE BLVD W ",-76.1632223904283,43.0494178001431
"4765","Larceny","800  E Willow St","2/7/2016",800,"E WILLOW ST","800  E WILLOW ST ",-76.1437795820529,43.0558205297897
"4766","Murder","600  Park St","2/7/2016",600,"PARK ST","600  PARK ST ",-76.1414841925628,43.0629898118311
"4767","Robbery","1600  N  Salina St","2/7/2016",1600,"N SALINA ST","1600  N  SALINA ST ",-76.1636706171929,43.0692326620728
"4768","Vehicle theft","100  Dudley St","2/7/2016",100,"DUDLEY ST","100  DUDLEY ST ",-76.1686605925215,43.0370328305859
"4769","Aggravated assault","900  N Salina St","2/6/2016",900,"N SALINA ST","900  N SALINA ST ",-76.1550479467754,43.0629554048407
"4770","Burglary","1800  E Fayette St","2/6/2016",1800,"E FAYETTE ST","1800  E FAYETTE ST ",-76.1190887626382,43.0482641294941
"4771","Burglary","300  Comstock Av","2/6/2016",300,"COMSTOCK AVE","300  COMSTOCK AV ",-76.1305231843898,43.0441503568334
"4772","Burglary","300  W Onondaga St","2/6/2016",300,"W ONONDAGA ST","300  W ONONDAGA ST ",-76.1546680399892,43.0425821965474
"4773","Larceny","0  Destiny Usa Dr","2/6/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4774","Larceny","100  Madison St","2/6/2016",100,"MADISON ST","100  MADISON ST ",-76.1508373421569,43.0454786770633
"4775","Larceny","100  W Washington St","2/6/2016",100,"W WASHINGTON ST","100  W WASHINGTON ST ",-76.1522041405805,43.0495975435855
"4776","Larceny","1000  Bellevue Av","2/6/2016",1000,"BELLEVUE AVE","1000  BELLEVUE AV ",-76.1698893065626,43.0330242213909
"4777","Larceny","1300  Butternut St","2/6/2016",1300,"BUTTERNUT ST","1300  BUTTERNUT ST ",-76.1433296972061,43.068477148035
"4778","Larceny","200  Crippen Av","2/6/2016",200,"CRIPPEN AVE","200  CRIPPEN AV ",-76.1441238692976,43.0037742064661
"4779","Larceny","400  Butternut St","2/6/2016",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"4780","Larceny","4700  Onondaga Blvd","2/6/2016",4700,"ONONDAGA BLVD","4700  ONONDAGA BLVD ",-76.193647069205,43.0323248226591
"4781","Larceny","500  Solar St","2/6/2016",500,"SOLAR ST","500  SOLAR ST ",-76.166184156814,43.0642236750032
"4782","Larceny","800  N State St","2/6/2016",800,"N STATE ST","800  N STATE ST ",-76.1524385986856,43.0575326666442
"4783","Vehicle theft","100  Ball Cir","2/6/2016",100,"BALL CIR","100  BALL CIR ",-76.1347219008585,43.0126370304811
"4784","Vehicle theft","400  Oakwood Av","2/6/2016",400,"OAKWOOD AVE","400  OAKWOOD AV ",-76.1454019322084,43.0355729429077
"4785","Vehicle theft","900  Glenwood Av","2/6/2016",900,"GLENWOOD AVE","900  GLENWOOD AV ",-76.1739195035085,43.0194153986465
"4786","Aggravated assault","1700  E Fayette St","2/5/2016",1700,"E FAYETTE ST","1700  E FAYETTE ST ",-76.1213731749543,43.0482913580808
"4787","Burglary","100  Alden St","2/5/2016",100,"ALDEN ST","100  ALDEN ST ",-76.133454266748,43.0209061540694
"4788","Burglary","1300  E Fayette St","2/5/2016",1300,"E FAYETTE ST","1300  E FAYETTE ST ",-76.1297719755233,43.0484013635829
"4789","Burglary","400  Bear St","2/5/2016",400,"BEAR ST","400  BEAR ST ",-76.1612496780265,43.0697509318769
"4790","Burglary","500  E Genesee St","2/5/2016",500,"E GENESEE ST","500  E GENESEE ST ",-76.1456246297967,43.0480593763399
"4791","Burglary","500  S Salina St","2/5/2016",500,"S SALINA ST","500  S SALINA ST ",-76.1522721403708,43.0443214972217
"4792","Larceny","0  Destiny Usa Dr","2/5/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4793","Larceny","0  Destiny Usa Dr","2/5/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4794","Larceny","0  Destiny Usa Dr","2/5/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4796","Larceny","100  E Fayette St","2/5/2016",100,"E FAYETTE ST","100  E FAYETTE ST ",-76.1522226474308,43.0486918177446
"4797","Larceny","100  Wood Av","2/5/2016",100,"WOOD AVE","100  WOOD AV ",-76.1455627801724,43.0261215642639
"4798","Larceny","1200  N State St","2/5/2016",1200,"N STATE ST","1200  N STATE ST ",-76.1563362076636,43.0624066314007
"4799","Larceny","200  Hickok Av","2/5/2016",200,"HICKOK AVE","200  HICKOK AV ",-76.11389218668,43.0660040392903
"4800","Larceny","200  Rider Av","2/5/2016",200,"RIDER AVE","200  RIDER AV ",-76.1805748109472,43.0298722784121
"4801","Larceny","400  Butternut St","2/5/2016",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"4802","Larceny","600  Butternut St","2/5/2016",600,"BUTTERNUT ST","600  BUTTERNUT ST ",-76.1469777874171,43.0598741166888
"4803","Robbery","0  Destiny Usa Dr","2/5/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4804","Robbery","2600  James St","2/5/2016",2600,"JAMES ST","2600  JAMES ST ",-76.1100547286967,43.0686776374293
"4805","Vehicle theft","200  Hillsdale Av","2/5/2016",200,"HILLSDALE AVE","200  HILLSDALE AV ",-76.1086043442172,43.0662380466473
"4806","Burglary","200  W Ostrander Av","2/4/2016",200,"W OSTRANDER AVE","200  W OSTRANDER AV ",-76.1450730195489,43.0141275763982
"4807","Larceny","100  John St","2/4/2016",100,"JOHN ST","100  JOHN ST ",-76.149414109935,43.0611966655902
"4808","Larceny","100  Maxwell Av","2/4/2016",100,"MAXWELL AVE","100  MAXWELL AV ",-76.1550436588892,43.0066360469246
"4809","Larceny","100  Swansea Dr","2/4/2016",100,"SWANSEA DR","100  SWANSEA DR ",-76.1207155206545,43.0711114320063
"4810","Larceny","1000  Canal St","2/4/2016",1000,"CANAL ST","1000  CANAL ST ",-76.1250921682421,43.0515557140483
"4811","Larceny","1000  Danforth St","2/4/2016",1000,"DANFORTH ST","1000  DANFORTH ST ",-76.1530058151288,43.0725526939102
"4812","Larceny","1100  Madison St","2/4/2016",1100,"MADISON ST","1100  MADISON ST ",-76.1306291736675,43.0453176031568
"4813","Larceny","1300  Lodi St","2/4/2016",1300,"LODI ST","1300  LODI ST ",-76.14538582105,43.0590227642987
"4814","Larceny","1300  S State St","2/4/2016",1300,"S STATE ST","1300  S STATE ST ",-76.1471603311055,43.0355070478743
"4815","Larceny","200  S Collingwood Av","2/4/2016",200,"S COLLINGWOOD AVE","200  S COLLINGWOOD AV ",-76.107382242919,43.0662986683419
"4816","Larceny","300  Clover Ridge Dr","2/4/2016",300,"CLOVER RIDGE DR","300  CLOVER RIDGE DR ",-76.0929065570977,43.0647159074109
"4817","Larceny","300  W Newell St","2/4/2016",300,"W NEWELL ST","300  W NEWELL ST ",-76.1482793965545,43.0173712462603
"4818","Larceny","400  Douglas St","2/4/2016",400,"DOUGLAS ST","400  DOUGLAS ST ",-76.1388262697409,43.0607243337411
"4819","Aggravated assault","200  Putnam St","2/3/2016",200,"PUTNAM ST","200  PUTNAM ST ",-76.1697771993639,43.0354271635192
"4820","Burglary","100  Roney Ln","2/3/2016",100,"RONEY LN","100  RONEY LN ",-76.1359419249577,43.0219167309359
"4821","Burglary","500  Westmoreland Av","2/3/2016",500,"WESTMORELAND AVE","500  WESTMORELAND AV ",-76.1145227084571,43.045238420265
"4822","Burglary","600  Walnut Av","2/3/2016",600,"WALNUT AVE","600  WALNUT AV ",-76.1321449078932,43.0453270138265
"4824","Larceny","1000  E Fayette St","2/3/2016",1000,"E FAYETTE ST","1000  E FAYETTE ST ",-76.1365213804332,43.0484893186486
"4825","Larceny","1600  N Salina St","2/3/2016",1600,"N SALINA ST","1600  N SALINA ST ",-76.1636706171929,43.0692326620728
"4826","Larceny","1600  Stolp Av","2/3/2016",1600,"STOLP AVE","1600  STOLP AV ",-76.1857654960902,43.0296979569307
"4827","Larceny","1600  Valley Dr","2/3/2016",1600,"VALLEY DR","1600  VALLEY DR ",-76.1531562023869,43.0020659160825
"4828","Larceny","200  Apple St","2/3/2016",200,"APPLE ST","200  APPLE ST ",-76.1753886334715,43.0511603760364
"4829","Larceny","200  W Kennedy St","2/3/2016",200,"W KENNEDY ST","200  W KENNEDY ST ",-76.1497647603795,43.0301353675285
"4830","Larceny","200  W Water St","2/3/2016",200,"W WATER ST","200  W WATER ST ",-76.1535425232873,43.0505451121208
"4831","Larceny","2800  Erie Blvd E","2/3/2016",2800,"ERIE BLVD E","2800  ERIE BLVD E ",-76.0942383456678,43.0546665803979
"4832","Larceny","4100  S Salina St","2/3/2016",4100,"S SALINA ST","4100  S SALINA ST ",-76.1425438631157,43.0088377895103
"4833","Larceny","900  James St","2/3/2016",900,"JAMES ST","900  JAMES ST ",-76.1386272183664,43.0572024200134
"4834","Robbery","2400  James St","2/3/2016",2400,"JAMES ST","2400  JAMES ST ",-76.1127510756098,43.0685482101259
"4835","Aggravated assault","100  Munson Dr","2/2/2016",100,"MUNSON DR","100  MUNSON DR ",-76.1396674679359,43.0003930223055
"4836","Aggravated assault","1000  Cannon St","2/2/2016",1000,"CANNON ST","1000  CANNON ST ",-76.1451797496038,43.0168680924133
"4837","Aggravated assault","200  Warner Av","2/2/2016",200,"WARNER AVE","200  WARNER AV ",-76.1452832187761,43.0223722190171
"4838","Larceny","0  Destiny Usa Dr","2/2/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4839","Larceny","0  Destiny Usa Dr","2/2/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4841","Larceny","100  Dickerson St","2/2/2016",100,"DICKERSON ST","100  DICKERSON ST ",-76.1535353039337,43.0443774146349
"4842","Larceny","100  Lincoln Park Dr","2/2/2016",100,"LINCOLN PARK DR","100  LINCOLN PARK DR ",-76.1334639675454,43.057778758987
"4843","Larceny","100  Milford Dr W","2/2/2016",100,"MILFORD DR W","100  MILFORD DR W ",-76.0989190099407,43.0691997808824
"4844","Larceny","2500  Erie Blvd E","2/2/2016",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"4845","Larceny","400  Butternut St","2/2/2016",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"4846","Larceny","400  South Av","2/2/2016",400,"SOUTH AVE","400  SOUTH AV ",-76.158912774041,43.0353246691612
"4847","Aggravated assault","200  Merrill St","2/1/2016",200,"MERRILL ST","200  MERRILL ST ",-76.1505499455265,43.0820257564098
"4848","Burglary","0  Destiny Usa Dr","2/1/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4849","Burglary","0  Destiny Usa Dr","2/1/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4850","Burglary","100  Elmhurst Av","2/1/2016",100,"ELMHURST AVE","100  ELMHURST AV ",-76.155738084416,43.0209364035763
"4851","Burglary","200  King St","2/1/2016",200,"KING ST","200  KING ST ",-76.154114499325,43.0386241302974
"4852","Burglary","2400  E Genesee St","2/1/2016",2400,"E GENESEE ST","2400  E GENESEE ST ",-76.1145227084571,43.045238420265
"4853","Burglary","300  Oak St","2/1/2016",300,"OAK ST","300  OAK ST ",-76.1333702398283,43.0564038261808
"4854","Burglary","600  Teall Av","2/1/2016",600,"TEALL AVE","600  TEALL AV ",-76.1220516369001,43.0556807112895
"4855","Burglary","700  Park Av","2/1/2016",700,"PARK AVE","700  PARK AV ",-76.1706249848505,43.0519771562028
"4856","Larceny","0  Destiny Usa Dr","2/1/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4857","Larceny","0  Destiny Usa Dr","2/1/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"4858","Larceny","100  E Water St","2/1/2016",100,"E WATER ST","100  E WATER ST ",-76.1521856660173,43.0505352123375
"4859","Larceny","200  W Willow St","2/1/2016",200,"W WILLOW ST","200  W WILLOW ST ",-76.1535054141816,43.0523782143337
"4860","Larceny","300  N Edwards Av","2/1/2016",300,"N EDWARDS AVE","300  N EDWARDS AV ",-76.1067427262323,43.0736206465166
"4861","Larceny","300  Prospect Av","2/1/2016",300,"PROSPECT AVE","300  PROSPECT AV ",-76.1492618842256,43.0557172517855
"4862","Larceny","500  State Fair Blvd","2/1/2016",500,"STATE FAIR BLVD","500  STATE FAIR BLVD ",-76.1806684074345,43.0590282101029
"4863","Larceny","600  Butternut St","2/1/2016",600,"BUTTERNUT ST","600  BUTTERNUT ST ",-76.1469777874171,43.0598741166888
"4864","Robbery","100  Remington Av","2/1/2016",100,"REMINGTON AVE","100  REMINGTON AV ",-76.1332463586678,43.0185527267954
"4865","Robbery","1700  Erie Blvd E","2/1/2016",1700,"ERIE BLVD E","1700  ERIE BLVD E ",-76.1215132238205,43.0492849499349
"4866","Vehicle theft","1100  W Genesee St","2/1/2016",1100,"W GENESEE ST","1100  W GENESEE ST ",-76.1737581419072,43.053750732436
"4867","Vehicle theft","300  Richmond Av","2/1/2016",300,"RICHMOND AVE","300  RICHMOND AV ",-76.1707011902955,43.0501479117892
"4868","Vehicle theft","400  Tyson Pl","2/1/2016",400,"TYSON PL","400  TYSON PL ",-76.1085843590565,43.0706733267766
"4869","Aggravated assault","200  Lafayette Rd","1/31/2016",200,"LAFAYETTE RD","200  LAFAYETTE RD ",-76.1311473656575,42.9983945965559
"4870","Burglary","200  Pleasantview Av","1/31/2016",200,"PLEASANTVIEW AVE","200  PLEASANTVIEW AV ",-76.1340797160402,43.0734725384058
"4871","Burglary","300  Apple St","1/31/2016",300,"APPLE ST","300  APPLE ST ",-76.1763280285521,43.0511832674985
"4872","Burglary","300  W Onondaga St","1/31/2016",300,"W ONONDAGA ST","300  W ONONDAGA ST ",-76.1546680399892,43.0425821965474
"4874","Larceny","100  Shotwell Park","1/31/2016",100,"SHOTWELL PARK","100  SHOTWELL PARK ",-76.1155851280669,43.0677410653915
"4875","Larceny","100  Springfield Rd","1/31/2016",100,"SPRINGFIELD RD","100  SPRINGFIELD RD ",-76.0937655618048,43.0477342952259
"4876","Larceny","100  Valley Dr","1/31/2016",100,"VALLEY DR","100  VALLEY DR ",-76.161284781296,43.0185014773701
"4877","Larceny","200  W Lafayette Av","1/31/2016",200,"W LAFAYETTE AVE","200  W LAFAYETTE AV ",-76.1460396915876,43.019286675779
"4878","Larceny","300  S Salina St","1/31/2016",300,"S SALINA ST","300  S SALINA ST ",-76.1522226474308,43.0486918177446
